数据集名称,数据集路径,数据集所属组别,负责人,任务大类,任务子类,建议新增任务类别,检索关键词,数据类型,标注类型,数据标注格式,数据集封面(1:1格式),【建议填】数据集来源,【建议填】数据集来源占比,【建议填】标注方式,【建议填】标注方式占比,【建议填】拍摄设备,【建议填】数据集应用产品,信息录入完毕通知按钮
CocoDet_Hand_Kaleidoscope_20220930,/media/3_sdc/datasets/Insta360Det/CocoDet_Hand_Kaleidoscope_20220930,AI_Group_1,罗佩瑶,Computer Vision,"Object, Detection",,hand,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
CocoDet_Head_20200917_HollywoodHeads,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20200917_HollywoodHeads,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,Public Dataset,100,Publicly-available,100,unknown,"ONER, GO",发送通知
CocoDet_Head_20200929_SCUT_HEAD_Part_B,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20200929_SCUT_HEAD_Part_B,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,WebCrawler,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
CocoDet_Head_20201016_photo,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20201016_photo,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,WebCrawler,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
CocoDet_Head_20201218_All,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20201218_All,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CocoDet_Head_20201218_Flip,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20201218_Flip,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
CocoDet_Head_20201218_From_Community,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20201218_From_Community,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"ONER, GO",发送通知
CocoDet_Head_20201218_Laydown,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20201218_Laydown,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
CocoDet_Head_20201218_Robotic_Arm,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20201218_Robotic_Arm,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
CocoDet_Head_20201218_Stopmotion2,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20201218_Stopmotion2,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
CocoDet_Head_20201226_From_FriendsMovie,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20201226_From_FriendsMovie,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,Public Dataset,100,Annotated-by-R&D,100,unknown,X3,发送通知
CocoDet_Head_20210513_handheld.v0,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20210513_handheld.v0,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"ONER, GO, Link",发送通知
CocoDet_Head_20210529_osmo_pocket,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20210529_osmo_pocket,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"ONER, GO, Link",发送通知
CocoDet_Head_20210616_from_openimage,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20210616_from_openimage,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,Public Dataset,100,Publicly-available,100,unknown,"ONER, GO, Link",发送通知
CocoDet_Head_20210624_corner_cases,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20210624_corner_cases,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"ONER, GO, Link",发送通知
CocoDet_Head_20210702_corner_cases_hand,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20210702_corner_cases_hand,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,"ONER, GO, Link",发送通知
CocoDet_Head_20211109_meetingroom,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20211109_meetingroom,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,Link,"ONER, GO, Link",发送通知
CocoDet_Head_20220303_illumination,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20220303_illumination,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,unknown,100,unknown,100,unknown,X3,发送通知
CocoDet_Head_20220628_yinyangface,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20220628_yinyangface,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,unknown,100,unknown,100,unknown,X3,发送通知
CocoDet_Head_20220701_insta360_collect,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20220701_insta360_collect,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,unknown,X3,发送通知
CocoDet_Head_20230529_helmet,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20230529_helmet,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
CocoDet_Head_20230711_meeting_room_3k,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20230711_meeting_room_3k,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
CocoDet_Head_20230804_billboard,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20230804_billboard,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
CocoDet_head_20230901_round_object,/media/3_sdc/datasets/Insta360Det/CocoDet_head_20230901_round_object,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,Public Dataset,100,Publicly-available,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CocoDet_head_20230915_round_object,/media/3_sdc/datasets/Insta360Det/CocoDet_head_20230915_round_object,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,Public Dataset,100,Publicly-available,100,unknown,"Flow(FMG), Link2(PUC2), VideoBar",发送通知
CocoDet_Head_20230916_night,/media/3_sdc/datasets/Insta360Det/CocoDet_Head_20230916_night,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,head,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
CocoDet_Headshoulder_20220914_val,/media/3_sdc/datasets/Insta360Det/CocoDet_Headshoulder_20220914_val,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,"head,shoulder",Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
CocoDet_Hotballoon_20220113_web,/media/3_sdc/datasets/Insta360Det/CocoDet_Hotballoon_20220113_web,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,hotballoon,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
CocoDet_Jump_20200915,/media/3_sdc/datasets/Insta360Det/CocoDet_Jump_20200915,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,jump,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CocoDet_PCD_20190917_bigboom,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20190917_bigboom,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Image,BBox,COCO,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CocoDet_PCD_20191120,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20191120,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Image,BBox,COCO,,"Public Dataset, Insta360 Product Shooting","50,50","Publicly-available, Annotated-by-R&D","50,50",X,"ONER, GO",发送通知
CocoDet_PCD_20191120_insta360car,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20191120_insta360car,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,X,"ONER, GO",发送通知
CocoDet_PCD_20200120_easydog,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20200120_easydog,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Image,BBox,COCO,,WebCrawler,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
CocoDet_PCD_20200218_indoor,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20200218_indoor,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Image,BBox,COCO,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CocoDet_PCD_20200310_dog,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20200310_dog,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Image,BBox,COCO,,unknown,100,unknown,100,unknown,"ONER, GO",发送通知
CocoDet_PCD_20200829_insta360oner,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20200829_insta360oner,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"ONER, GO",发送通知
CocoDet_PCD_20201027_posture,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20201027_posture,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Image,BBox,COCO,,WebCrawler,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
CocoDet_PCD_20201027_posture_bg,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20201027_posture_bg,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Image,BBox,COCO,,WebCrawler,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
CocoDet_PCD_20201228_pushup,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20201228_pushup,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Image,BBox,COCO,,WebCrawler,100,Annotated-by-R&D,100,unknown,"ONER, GO",发送通知
CocoDet_PCD_20210114_elaborate,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20210114_elaborate,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Panoramic Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"ONER, GO",发送通知
CocoDet_PCD_20210114_Fine_Grained,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20210114_Fine_Grained,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Panoramic Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"ONER, GO",发送通知
CocoDet_PCD_20210508_val,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20210508_val,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Panoramic Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"ONER, GO",发送通知
CocoDet_PCD_20211203_panorama,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20211203_panorama,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Panoramic Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"ONER, GO",发送通知
CocoDet_PCD_20220118_parkour,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20220118_parkour,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Panoramic Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CocoDet_PCD_20220125_person_bg,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20220125_person_bg,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Panoramic Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CocoDet_PCD_20220125_special_pose_test,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20220125_special_pose_test,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Panoramic Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CocoDet_PCD_20220209_special_pose_special_angle,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20220209_special_pose_special_angle,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Panoramic Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CocoDet_PCD_20220215_special_pose_train,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20220215_special_pose_train,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Panoramic Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"X3, GO2",发送通知
CocoDet_PCD_20220511_neg_cone,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20220511_neg_cone,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Panoramic Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CocoDet_PCD_20220720_bigboom_val,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20220720_bigboom_val,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Panoramic Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CocoDet_PCD_20221124_from_obj365_negative,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20221124_from_obj365_negative,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog","Panoramic Image, Image",BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CocoDet_PCD_20221209_from_instagram,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20221209_from_instagram,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Image,BBox,COCO,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CocoDet_PCD_20221220_from_web_for_sitting,/media/3_sdc/datasets/Insta360Det/CocoDet_PCD_20221220_from_web_for_sitting,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,"person,car,dog",Image,BBox,COCO,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CocoDet_Person_2012_voc,/media/3_sdc/datasets/Insta360Det/CocoDet_Person_2012_voc,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,person,Image,BBox,COCO,,Public Dataset,100,Publicly-available,100,unknown,unknown,发送通知
CocoDet_Person_20210915_public2017,/media/3_sdc/datasets/Insta360Det/CocoDet_Person_20210915_public2017,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,person,Image,BBox,COCO,,Public Dataset,100,Publicly-available,100,unknown,"X3, GO2",发送通知
CocoDet_Person_20210926_collect,/media/3_sdc/datasets/Insta360Det/CocoDet_Person_20210926_collect,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,person,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"X3, GO2",发送通知
CocoDet_Person_20210929_web,/media/3_sdc/datasets/Insta360Det/CocoDet_Person_20210929_web,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,person,Image,BBox,COCO,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CocoDet_Person_20220209_corner_case,/media/3_sdc/datasets/Insta360Det/CocoDet_Person_20220209_corner_case,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,person,Image,BBox,COCO,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CocoDet_Person_20220216_middle_old,/media/3_sdc/datasets/Insta360Det/CocoDet_Person_20220216_middle_old,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,person,Image,BBox,COCO,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CocoDet_Person_20220302_web_plus_dethand,/media/3_sdc/datasets/Insta360Det/CocoDet_Person_20220302_web_plus_dethand,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,person,Image,BBox,COCO,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CocoDet_Person_20220314_collect,/media/3_sdc/datasets/Insta360Det/CocoDet_Person_20220314_collect,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,person,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"X3, GO2",发送通知
CocoDet_Person_20220314_mpii,/media/3_sdc/datasets/Insta360Det/CocoDet_Person_20220314_mpii,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,person,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CocoDet_Person_20220314_val,/media/3_sdc/datasets/Insta360Det/CocoDet_Person_20220314_val,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,person,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CocoDet_Person_20220321_half_body_plus,/media/3_sdc/datasets/Insta360Det/CocoDet_Person_20220321_half_body_plus,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,person,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CocoDet_Person_20220406_half_body,/media/3_sdc/datasets/Insta360Det/CocoDet_Person_20220406_half_body,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,person,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CocoDet_Person_20220801_neg_from_coco,/media/3_sdc/datasets/Insta360Det/CocoDet_Person_20220801_neg_from_coco,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,person,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CocoDet_Person_20220801_neg_from_obj365,/media/3_sdc/datasets/Insta360Det/CocoDet_Person_20220801_neg_from_obj365,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,person,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CocoDet_Person_20220803_from_cuhksysu,/media/3_sdc/datasets/Insta360Det/CocoDet_Person_20220803_from_cuhksysu,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,person,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CocoDet_Person_20220805_2d_from_community,/media/3_sdc/datasets/Insta360Det/CocoDet_Person_20220805_2d_from_community,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,person,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CocoDet_Person_20230615_dlcpano_walkingstreet,/media/3_sdc/datasets/Insta360Det/CocoDet_Person_20230615_dlcpano_walkingstreet,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,person,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
CocoDet_Person_20231111_dlcpano_cambolder_gesture,/media/3_sdc/datasets/Insta360Det/CocoDet_Person_20231111_dlcpano_cambolder_gesture,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,person,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"Ace(IAC1), AcePro(IAC2), X4(DLC4), GO3S(TC2)",发送通知
CocoDet_ReID_20210715_singletrack,/media/3_sdc/datasets/Insta360Det/CocoDet_ReID_20210715_singletrack,AI_Group_1,罗佩瑶,Computer Vision,"Object, Detection",,reid,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CocoDet_ReID_test,/media/3_sdc/datasets/Insta360Det/CocoDet_ReID_test,AI_Group_1,罗佩瑶,Computer Vision,"Object, Detection",,reid,Image,BBox,COCO,,unknown,100,unknown,100,unknown,unknown,发送通知
CocoDet_Saliency_20200429,/media/3_sdc/datasets/Insta360Det/CocoDet_Saliency_20200429,AI_Group_1,林晓帆,Computer Vision,"Object, Detection",,saliency,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"ONER, GO",发送通知
CocoDet_SceneTags_20210319,/media/3_sdc/datasets/Insta360Det/CocoDet_SceneTags_20210319,AI_Group_1,曾淦雄,Computer Vision,"Object, Detection",,scenetags,Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"X3, GO2",发送通知
CocoDet_Sculpture_20220207,/media/3_sdc/datasets/Insta360Det/CocoDet_Sculpture_20220207,AI_Group_1,曾淦雄,Computer Vision,"Object, Detection",,sculpture,Image,BBox,COCO,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CocoDet_Sculpture_20220311_web,/media/3_sdc/datasets/Insta360Det/CocoDet_Sculpture_20220311_web,AI_Group_1,曾淦雄,Computer Vision,"Object, Detection",,sculpture,Image,BBox,COCO,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CocoDet_Sculpture_20220507_web2d,/media/3_sdc/datasets/Insta360Det/CocoDet_Sculpture_20220507_web2d,AI_Group_1,曾淦雄,Computer Vision,"Object, Detection",,sculpture,Image,BBox,COCO,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CocoDet_Snowmobile_20220129_web,/media/3_sdc/datasets/Insta360Det/CocoDet_Snowmobile_20220129_web,AI_Group_1,曾淦雄,Computer Vision,"Object, Detection",,snowmobile,Image,BBox,COCO,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CocoDet_SportEquipment_20220802_from_coco,/media/3_sdc/datasets/Insta360Det/CocoDet_SportEquipment_20220802_from_coco,AI_Group_1,曾淦雄,Computer Vision,"Object, Detection",,sport equipment,Image,BBox,COCO,,Public Dataset,100,Publicly-available,100,unknown,"X3, GO2",发送通知
CocoDet_SportEquipment_20220802_from_obj365,/media/3_sdc/datasets/Insta360Det/CocoDet_SportEquipment_20220802_from_obj365,AI_Group_1,曾淦雄,Computer Vision,"Object, Detection",,sport equipment,Image,BBox,COCO,,Public Dataset,100,Publicly-available,100,unknown,"X3, GO2",发送通知
CocoDet_SportEquipment_20220802_neg_from_coco,/media/3_sdc/datasets/Insta360Det/CocoDet_SportEquipment_20220802_neg_from_coco,AI_Group_1,曾淦雄,Computer Vision,"Object, Detection",,sport equipment,Image,BBox,COCO,,Public Dataset,100,Publicly-available,100,unknown,"X3, GO2",发送通知
CocoDet_SportEquipment_20220902_from_oidv6,/media/3_sdc/datasets/Insta360Det/CocoDet_SportEquipment_20220902_from_oidv6,AI_Group_1,曾淦雄,Computer Vision,"Object, Detection",,sport equipment,Image,BBox,COCO,,Public Dataset,100,Publicly-available,100,unknown,"X3, GO2",发送通知
CocoDet_Surf_SkateBoard_20220809_from_coco_obj365,/media/3_sdc/datasets/Insta360Det/CocoDet_Surf_SkateBoard_20220809_from_coco_obj365,AI_Group_1,曾淦雄,Computer Vision,"Object, Detection",,surf skateboard,Image,BBox,COCO,,Public Dataset,100,Publicly-available,100,unknown,"X3, GO2",发送通知
CocoDet_Tent_20220809_background,/media/3_sdc/datasets/Insta360Det/CocoDet_Tent_20220809_background,AI_Group_1,曾淦雄,Computer Vision,"Object, Detection",,tent,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CocoDet_Tent_20220809_openimageV6,/media/3_sdc/datasets/Insta360Det/CocoDet_Tent_20220809_openimageV6,AI_Group_1,曾淦雄,Computer Vision,"Object, Detection",,tent,Image,BBox,COCO,,Public Dataset,100,Publicly-available,100,unknown,"X3, GO2",发送通知
CocoDet_Tent_20220816,/media/3_sdc/datasets/Insta360Det/CocoDet_Tent_20220816,AI_Group_1,曾淦雄,Computer Vision,"Object, Detection",,tent,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CocoDet_Tent_Frisbee_20220816_neg,/media/3_sdc/datasets/Insta360Det/CocoDet_Tent_Frisbee_20220816_neg,AI_Group_1,曾淦雄,Computer Vision,"Object, Detection",,tent,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CocoDet_Tripod_20200522,/media/3_sdc/datasets/Insta360Det/CocoDet_Tripod_20200522,AI_Group_1,曾淦雄,Computer Vision,"Object, Detection",,tripod,Image,BBox,COCO,,unknown,100,unknown,100,unknown,"X3, GO2",发送通知
CocoDet_Vehicle_20220509_web2d,/media/3_sdc/datasets/Insta360Det/CocoDet_Vehicle_20220509_web2d,AI_Group_1,曾淦雄,Computer Vision,"Object, Detection",,vehicle,Image,BBox,COCO,,WebCrawler,100,Annotated-by-R&D,100,unknown,"X3, GO2",发送通知
CocoDet_Vehicle_20220525_pano,/media/3_sdc/datasets/Insta360Det/CocoDet_Vehicle_20220525_pano,AI_Group_1,曾淦雄,Computer Vision,"Object, Detection",,vehicle,Panoramic Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"X3, GO2",发送通知
CocoDet_Vehicle_20220616_pano,/media/3_sdc/datasets/Insta360Det/CocoDet_Vehicle_20220616_pano,AI_Group_1,曾淦雄,Computer Vision,"Object, Detection",,vehicle,Panoramic Image,BBox,COCO,,Insta360 Product Shooting,100,Annotated-by-R&D,100,ONER,"X3, GO2",发送通知
CocoDet_Vehicle2d_20220809_from_coco,/media/3_sdc/datasets/Insta360Det/CocoDet_Vehicle2d_20220809_from_coco,AI_Group_1,曾淦雄,Computer Vision,"Object, Detection",,vehicle,Image,BBox,COCO,,Public Dataset,100,Publicly-available,100,unknown,"X3, GO2",发送通知
CocoDet_Vehicle2d_20220902_from_oidv6,/media/3_sdc/datasets/Insta360Det/CocoDet_Vehicle2d_20220902_from_oidv6,AI_Group_1,曾淦雄,Computer Vision,"Object, Detection",,vehicle,Image,BBox,COCO,,Public Dataset,100,Publicly-available,100,unknown,"X3, GO2",发送通知
CocoDet_Whiteboard_20210617,/media/3_sdc/datasets/Insta360Det/CocoDet_Whiteboard_20210617,AI_Group_1,侯俊,Computer Vision,"Object, Detection",,whiteboard,Image,BBox,COCO,,"Public Dataset, WebCrawler","40,60","Annotated-by-R&D, Publicly-available","60,40",unknown,Link,发送通知
